Symbol,Date,Open,High,Low,Close,Percent Change,Volume
CZBIL,6/19/2022,216,216,211,211,-1.63,28025
CZBIL,6/20/2022,211,211,207,208.8,-1.04,31666
CZBIL,6/21/2022,205,213.9,205,213.5,2.25,23644
CZBIL,6/22/2022,213,213,210,211,-1.17,12381
CZBIL,6/23/2022,207.5,209,205,205.5,-2.61,23458
CZBIL,6/24/2022,206,211.1,202.2,208,1.22,16014
CZBIL,6/26/2022,210,216.5,208,216.5,4.09,34944
CZBIL,6/27/2022,220.8,220.8,208.1,208.1,-3.88,30383
CZBIL,6/28/2022,208,213,208,209,0.43,9288
CZBIL,6/29/2022,209,210,206.2,209,0,16768
CZBIL,6/30/2022,211,216.7,209,212,1.44,49590
CZBIL,7/1/2022,214,214.8,204,208,-1.89,85633
CZBIL,7/3/2022,205,212,204.1,209,0.48,37667
CZBIL,7/4/2022,210.5,213.8,206,206.1,-1.39,67348
CZBIL,7/5/2022,205.1,209,204.3,206,-0.05,38261
CZBIL,7/6/2022,208,208,203.5,205.9,-0.05,48895
CZBIL,7/7/2022,208,208,203.8,204.5,-0.68,34952
CZBIL,7/8/2022,205,205,200.5,202,-1.22,40923
CZBIL,7/11/2022,202,202,196.5,198,-1.98,78240
CZBIL,7/12/2022,199.9,201.9,194,200,1.01,80121
CZBIL,7/13/2022,196.2,202,195,202,1,85765
CZBIL,7/14/2022,201,203,199.6,199.9,-1.04,38117
CZBIL,7/15/2022,200,202.5,198,202.5,1.3,31021
CZBIL,7/17/2022,203.8,205.9,202.1,205,1.23,19661
CZBIL,7/18/2022,204.9,208,202,206,0.49,23912
CZBIL,7/19/2022,206,208.8,205,207,0.49,30922
CZBIL,7/20/2022,209,209,204,205,-0.97,21981
CZBIL,7/21/2022,204.1,213,204.1,205.3,0.15,38693
CZBIL,7/22/2022,205.3,205.9,200,202,-1.61,38166
CZBIL,7/24/2022,205,214,205,207,2.48,48513
CZBIL,7/25/2022,207.1,210.8,204,210.4,1.64,139787
CZBIL,7/26/2022,208,209.1,202.9,206,-2.09,63938
CZBIL,7/27/2022,204,206,202,204.2,-0.87,35374
CZBIL,7/28/2022,204.2,206.5,203.5,204,-0.1,53253
CZBIL,7/29/2022,205,205.5,201,203,-0.49,38929
CZBIL,7/31/2022,203,213.1,202,212.1,4.48,102088
CZBIL,8/1/2022,213,217.8,210,214.8,1.27,88889
CZBIL,8/2/2022,216.9,216.9,211.5,212.9,-0.88,38687
CZBIL,8/3/2022,212.9,215,210.5,211.8,-0.52,42484
CZBIL,8/4/2022,214,214,207.3,207.5,-2.03,57404
CZBIL,8/5/2022,204.2,207,203.5,204,-1.69,34768
CZBIL,8/7/2022,200,209,200,202.7,-0.64,31014
CZBIL,8/8/2022,205,206,202.6,203.1,0.2,49080
CZBIL,8/9/2022,203.5,204,200.5,200.5,-1.28,38609
CZBIL,8/10/2022,204.5,204.5,199,200.1,-0.2,42974
CZBIL,8/11/2022,204.1,204.1,199.9,201,0.45,36396
CZBIL,8/14/2022,203,203,199.6,199.7,-0.65,44581
CZBIL,8/15/2022,203.6,203.6,199.8,203,1.65,41953
CZBIL,8/16/2022,200.1,204.7,200.1,200.7,-1.13,47996
CZBIL,8/17/2022,202,202,200,201.5,0.4,23912
CZBIL,8/18/2022,202.9,202.9,200.1,202.5,0.5,19008
CZBIL,8/21/2022,204,204,201.1,201.2,-0.64,22968
CZBIL,8/22/2022,201.2,203,200,201.9,0.35,19446
CZBIL,8/23/2022,201,203.4,201,202.5,0.3,30334
CZBIL,8/24/2022,204,205.2,202,202,-0.25,16458
CZBIL,8/25/2022,203.9,204,200,201,-0.5,26542
CZBIL,8/26/2022,202,202,199,199.8,-0.6,20675
CZBIL,8/28/2022,200,200,197.6,198,-0.9,26871
CZBIL,8/29/2022,199.9,199.9,197,198,0,29409
CZBIL,8/30/2022,201.4,202,197.6,198.1,0.05,19300
